,balance_account,purchases_amount,paid_advance,full_purchases,balance_frequency_update,installments,purchases_frequency,full_purchases_frequency,purchases_installments_frequency,cash_advance_frequency,nr_cash_advances,nr_purchases,credit_limit,fixed_rate_period,payments,min_payments,full_payment_prc,ClusterID3,ClusterID4,ClusterID5,ClusterID6,ClusterID8
2202,2886.3305370000007,0.0,275.617952,0.0,1.0,0.0,0.0,0.0,0.0,0.416667,6,0,3000.0,12,3628.742239,1039.604463,0.083333,1,3,3,1,3
2203,172.31689699999995,368.49,1731.561995,368.49,0.181818,0.0,0.083333,0.083333,0.0,0.166667,16,2,2500.0,12,0.0,,0.0,0,3,3,3,0
2204,1218.208868,0.0,4467.667258,0.0,0.818182,0.0,0.0,0.0,0.0,0.363636,12,0,2500.0,11,3341.009938,385.307674,0.0,1,1,0,1,3
2205,1551.908555,416.64,0.0,105.0,1.0,311.64,1.0,0.083333,1.0,0.0,0,14,2500.0,12,539.653696,366.329349,0.0,0,0,4,0,4
2206,3048.011738,1271.34,0.0,1239.42,1.0,31.92,0.75,0.75,0.083333,0.0,0,24,3200.0,12,1216.277275,1864.446362,0.0,0,0,1,0,1
2207,0.933462,0.0,39.348512,0.0,0.363636,0.0,0.0,0.0,0.0,0.083333,1,0,6000.0,12,109.244925,36.387033,0.0,0,3,3,3,0
2208,2917.079199,0.0,844.0839279999999,0.0,1.0,0.0,0.0,0.0,0.0,0.416667,13,0,3000.0,12,1360.117166,1562.665426,0.0,1,1,3,1,3
2209,1247.196735,243.0,0.0,243.0,1.0,0.0,0.333333,0.333333,0.0,0.0,0,9,1200.0,12,529.0914769999998,919.446681,0.0,0,3,3,1,3
2210,817.714335,16.0,0.0,16.0,1.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,12,678.334763,244.791237,0.0,0,3,3,1,3
2211,10.259525,119.8,0.0,119.8,0.181818,0.0,0.083333,0.083333,0.0,0.0,0,2,5000.0,12,711.480411,82.793678,0.0,0,3,3,3,0
2212,4035.138453,0.0,2399.437045,0.0,1.0,0.0,0.0,0.0,0.0,0.25,3,0,7000.0,12,1474.388466,927.057881,0.0,1,3,3,1,3
2213,1030.503395,25.26,0.0,25.26,1.0,0.0,0.166667,0.166667,0.0,0.0,0,2,3000.0,12,1135.363289,237.276808,0.0,0,3,3,1,3
2214,5880.218671000001,0.0,10590.41113,0.0,0.666667,0.0,0.0,0.0,0.0,0.166667,1,0,11500.0,6,1828.239171,1952.041626,0.0,1,1,0,4,2
2215,2567.090886,1875.54,598.0354269999998,546.14,1.0,1329.4,1.0,0.333333,1.0,0.333333,5,52,3900.0,12,772.320791,632.994269,0.0,2,0,1,0,4
2216,5337.987139,2545.37,994.391034,0.0,1.0,2545.37,1.0,0.0,1.0,0.083333,1,21,13500.0,12,1663.976007,1229.779536,0.0,2,0,1,0,4
2217,274.305611,419.88,0.0,0.0,1.0,419.88,1.0,0.0,1.0,0.0,0,24,2500.0,12,665.834636,185.135125,0.0,0,0,4,0,4
2218,448.426181,0.0,1158.133733,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,3,0,1400.0,12,1956.051348,185.615564,0.083333,0,3,3,1,3
2219,1377.812538,14300.98,0.0,10394.67,1.0,3906.31,1.0,0.916667,0.916667,0.0,0,55,18000.0,12,13535.67697,352.09084900000005,1.0,2,2,2,2,6
2220,745.1576769999998,485.17,0.0,485.17,1.0,0.0,0.166667,0.166667,0.0,0.0,0,2,3000.0,12,191.111587,285.884887,0.0,0,3,3,1,3
2221,2515.968879,1877.24,0.0,926.9,1.0,950.34,0.166667,0.166667,0.083333,0.0,0,29,8500.0,12,4503.07943,810.909841,0.083333,0,3,3,1,3
2222,7.950803,92.2,0.0,0.0,0.636364,92.2,0.583333,0.0,0.583333,0.0,0,7,3000.0,12,152.592178,125.684033,0.166667,0,3,4,3,0
2223,1837.047378,0.0,73.157833,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1,0,2000.0,12,412.848153,599.972398,0.0,0,3,3,1,3
2224,5342.348915,0.0,8075.196634,0.0,1.0,0.0,0.0,0.0,0.0,0.333333,7,0,6000.0,9,6335.002818999998,938.210823,0.111111,1,1,0,4,2
2225,1049.109012,200.02,0.0,0.0,1.0,200.02,0.5,0.0,0.5,0.0,0,6,1000.0,12,548.458069,992.622332,0.0,0,3,4,1,4
2226,1406.627442,2315.86,0.0,1339.26,1.0,976.6,0.916667,0.416667,0.833333,0.0,0,27,4000.0,12,3176.971719,462.419982,0.0,2,0,1,0,1
2227,1343.394224,2604.52,0.0,2406.12,1.0,198.4,0.666667,0.583333,0.25,0.0,0,39,6000.0,12,710.851447,326.845433,0.0,0,0,1,0,1
2228,906.107168,2354.06,0.0,215.87,1.0,2138.19,1.0,0.333333,1.0,0.0,0,51,4000.0,12,2230.320729,224.547489,0.0,2,0,1,0,4
2229,182.514528,157.67,214.94366,0.0,1.0,157.67,0.916667,0.0,0.916667,0.416667,6,11,1000.0,12,138.547392,209.716038,0.0,0,0,4,0,4
2230,438.3376530000001,1867.9,128.429272,1424.87,1.0,443.03,0.75,0.5,0.5,0.166667,3,24,6500.0,12,2080.403638,204.877516,0.083333,0,0,1,0,1
2231,103.393689,0.0,1820.800715,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1,0,3000.0,12,0.0,,0.0,0,3,3,1,3
2232,1252.58309,1163.93,0.0,950.03,1.0,213.9,0.833333,0.75,0.416667,0.0,0,22,5000.0,12,0.0,,0.0,0,0,1,0,1
2233,7.315575,107.0,0.0,107.0,0.181818,0.0,0.083333,0.083333,0.0,0.0,0,1,4000.0,12,588.015945,87.805376,0.0,0,3,3,3,0
2234,406.707189,0.0,211.485981,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,2,0,5000.0,12,602.755235,206.910997,0.0,0,3,3,1,3
2235,668.291862,248.77,0.0,0.0,0.545455,248.77,0.333333,0.0,0.333333,0.0,0,8,1500.0,12,2482.201611,244.376255,0.0,0,3,3,3,0
2236,523.1275440000002,786.94,1088.139436,582.74,1.0,204.2,0.25,0.083333,0.083333,0.25,4,3,1000.0,12,1603.447936,223.726642,0.083333,0,3,3,1,3
2237,75.46203,405.84,0.0,0.0,1.0,405.84,1.0,0.0,1.0,0.0,0,45,5000.0,12,340.762855,171.488095,0.083333,0,0,4,0,4
2238,2111.244939,147.12,1578.669085,147.12,0.818182,0.0,0.083333,0.083333,0.0,0.166667,5,1,6500.0,12,4014.564637,475.89936,0.0,0,3,3,1,3
2239,1497.129794,2571.48,0.0,1867.92,1.0,703.56,0.833333,0.333333,0.666667,0.0,0,26,2500.0,12,3177.11973,851.600335,0.0,0,0,4,0,4
2240,3630.771485,0.0,10519.48252,0.0,1.0,0.0,0.0,0.0,0.0,0.666667,15,0,9000.0,12,5171.793236,929.686078,0.090909,1,1,0,4,2
2241,3.535385,53.95,0.0,0.0,0.363636,53.95,0.416667,0.0,0.416667,0.0,0,5,1200.0,12,124.392554,114.355656,0.4,0,3,3,3,0
2242,116.626679,533.99,0.0,178.8,1.0,355.19,0.916667,0.5,0.666667,0.0,0,32,4000.0,12,606.8907379999998,169.514793,0.0,0,0,4,0,4
2243,1354.161432,0.0,602.502862,0.0,1.0,0.0,0.0,0.0,0.0,0.333333,11,0,1500.0,12,313.83656,393.651962,0.0,0,3,3,1,3
2244,5715.8546350000015,2173.99,0.0,1556.19,1.0,617.8,0.666667,0.583333,0.5,0.0,0,33,8500.0,12,1828.965006,1313.883915,0.0,2,0,1,2,1
2245,5496.421461999998,0.0,2338.977761,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,2,0,6000.0,12,1292.534876,1605.355165,0.0,1,3,3,1,3
2246,10.268192,0.0,491.148937,0.0,0.272727,0.0,0.0,0.0,0.0,0.25,23,0,500.0,12,2117.308744,65.340571,1.0,0,3,3,3,0
2247,94.110539,1090.19,0.0,0.0,1.0,1090.19,1.0,0.0,1.0,0.0,0,19,7000.0,12,1174.739824,176.285795,0.916667,0,0,4,0,4
2248,8692.806679000001,1022.77,2970.9793600000007,1022.77,1.0,0.0,0.5,0.5,0.0,0.25,4,6,9000.0,12,5960.192059,6357.931772,0.0,1,1,0,4,2
2249,61.954938,477.42,0.0,0.0,1.0,477.42,1.0,0.0,1.0,0.0,0,36,6000.0,12,584.052195,165.016896,0.583333,0,0,4,0,4
2250,3946.876897,207.0,1546.727807,0.0,1.0,207.0,0.916667,0.0,0.916667,0.5,11,11,8500.0,12,1494.101923,886.5392519999998,0.0,1,1,0,4,2
2251,675.117139,0.0,6523.780195,0.0,0.181818,0.0,0.0,0.0,0.0,0.083333,1,0,12500.0,12,0.0,,0.0,1,3,3,3,0
2252,28.413136,215.94,0.0,0.0,0.727273,215.94,0.5,0.0,0.5,0.0,0,12,4000.0,12,331.529307,146.818553,0.777778,0,0,4,0,4
2253,909.164049,200.0,3213.624456,200.0,0.454545,0.0,0.083333,0.083333,0.0,0.416667,13,1,4000.0,12,149.396413,714.634361,0.0,1,3,3,1,3
2254,1549.600093,0.0,181.45033,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1,0,5000.0,12,793.363907,498.013895,0.0,0,3,3,1,3
2255,1441.404242,0.0,7313.203925,0.0,0.4,0.0,0.0,0.0,0.0,0.4,5,0,8000.0,10,462.437204,856.401575,0.0,1,1,0,4,2
2256,4393.939007,417.08,2126.961648,417.08,1.0,0.0,0.25,0.25,0.0,0.416667,7,3,5300.0,12,1026.406336,1152.616381,0.0,1,1,0,1,3
2257,2304.087171,0.0,3511.369006000001,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,3,0,3000.0,12,3004.655015,586.7636349999998,0.083333,1,3,3,1,3
2258,30.93853,232.89,0.0,0.0,0.909091,232.89,0.416667,0.0,0.333333,0.0,0,10,16000.0,12,86.660547,90.167861,0.1,0,3,3,1,3
2259,132.34224,815.9,0.0,0.0,0.636364,815.9,1.0,0.0,1.0,0.0,0,17,1800.0,12,2359.629958,86.329554,0.0,0,0,4,0,4
2260,3212.9630030000008,0.0,185.532602,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,2,0,3500.0,12,766.728773,1044.358428,0.0,0,3,3,1,3
2261,32.124999,380.89,0.0,380.89,0.272727,0.0,0.083333,0.083333,0.0,0.0,0,1,5700.0,12,0.0,,0.0,0,3,3,3,0
2262,91.266202,701.59,0.0,701.59,0.909091,0.0,0.333333,0.333333,0.0,0.0,0,6,3200.0,12,812.383013,140.175864,0.1,0,3,3,1,3
2263,868.331112,1167.15,748.152104,864.28,1.0,302.87,1.0,0.25,1.0,0.25,4,26,3000.0,12,704.323375,240.060933,0.083333,0,0,4,0,4
2264,3063.0174620000007,0.0,3550.209696,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,3,0,5500.0,12,757.537513,891.0599269999999,0.0,1,3,3,1,3
2265,796.558943,531.24,888.1079880000002,0.0,1.0,531.24,1.0,0.0,0.833333,0.333333,4,6,1000.0,6,684.858625,654.5731040000002,0.0,0,0,4,0,4
2266,54.738397,1326.75,0.0,0.0,0.909091,1326.75,1.0,0.0,1.0,0.0,0,30,1500.0,12,1132.512843,134.186632,0.818182,0,0,4,0,4
2267,2.752576,30.9,0.0,0.0,0.181818,30.9,0.166667,0.0,0.166667,0.0,0,2,3000.0,12,174.049821,114.010269,0.333333,0,3,3,3,0
2268,8.248277999999999,0.0,74.905547,0.0,0.363636,0.0,0.0,0.0,0.0,0.083333,1,0,4000.0,12,323.533469,64.837252,0.5,0,3,3,3,0
2269,437.78987300000006,1532.1,0.0,223.0,1.0,1309.1,0.75,0.166667,0.666667,0.0,0,14,5000.0,12,1834.368953,212.770698,0.0,0,0,4,0,4
2270,473.679359,2580.63,0.0,1608.74,1.0,971.89,1.0,1.0,0.833333,0.0,0,64,8500.0,12,2358.035548,263.453051,0.0,2,0,1,2,1
2271,616.570241,5788.81,0.0,5788.81,0.818182,0.0,0.5,0.5,0.0,0.0,0,13,7000.0,12,5891.252034,285.7622990000001,0.2,2,0,1,2,1
2272,516.814969,276.52,584.976769,141.96,1.0,134.56,0.25,0.25,0.083333,0.083333,1,8,1500.0,12,927.381808,190.875362,0.0,0,3,3,1,3
2273,7302.672686,0.0,10762.70776,0.0,1.0,0.0,0.0,0.0,0.0,0.75,19,0,9000.0,12,3824.308564,2214.506825,0.0,1,1,0,4,2
2274,0.0,178.8,0.0,0.0,0.0,178.8,1.0,0.0,1.0,0.0,0,12,1900.0,12,0.0,,0.0,0,0,4,3,0
2275,1889.128442,0.0,2994.518885,0.0,0.909091,0.0,0.0,0.0,0.0,0.363636,12,0,3000.0,11,7744.256948,631.349828,0.0,1,1,0,4,2
2276,12.039121000000002,274.98,0.0,0.0,1.0,274.98,1.0,0.0,0.833333,0.0,0,6,1500.0,6,310.575541,,0.0,0,0,4,0,4
2277,2483.739581,0.0,2923.8863,0.0,0.9,0.0,0.0,0.0,0.0,0.1,1,0,3500.0,10,312.473159,1138.1779210000002,0.0,0,3,3,1,3
2278,1311.952719,2092.0,0.0,1242.0,0.909091,850.0,0.75,0.333333,0.5,0.0,0,15,5181.818182,12,3476.019003000001,330.828719,0.0,0,0,4,0,1
2279,5067.576984,714.68,726.955255,402.68,1.0,312.0,1.0,0.083333,1.0,0.083333,2,14,5000.0,12,1649.118645,2967.748073,0.0,0,0,4,0,4
2280,25.499945,62.53,0.0,62.53,0.727273,0.0,0.083333,0.083333,0.0,0.0,0,1,1700.0,12,1637.518241,110.864194,0.090909,0,3,3,1,3
2281,123.632161,506.0,0.0,146.0,1.0,360.0,1.0,0.166667,1.0,0.0,0,14,6000.0,12,662.272892,184.935623,0.083333,0,0,4,0,4
2282,44.525353,554.16,292.924759,500.0,0.14285699999999998,54.16,0.14285699999999998,0.14285699999999998,0.14285699999999998,0.14285699999999998,1,3,1200.0,7,0.0,,0.0,0,3,3,3,0
2283,3776.150532,0.0,3335.783756,0.0,1.0,0.0,0.0,0.0,0.0,0.333333,12,0,6000.0,12,881.37316,890.7063699999999,0.0,1,1,0,4,2
2284,57.077581,698.44,0.0,95.14,0.727273,603.3,0.666667,0.166667,0.5,0.0,0,16,6000.0,12,525.904806,116.075915,0.454545,0,0,4,0,4
2285,674.119098,3146.25,0.0,449.1,1.0,2697.15,1.0,0.333333,1.0,0.0,0,93,4000.0,12,2602.065596,189.152731,0.0,2,0,1,2,6
2286,32.215585,0.0,758.123122,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,3,0,7500.0,12,838.652563,216.581883,0.083333,0,3,3,1,3
2287,1364.897308,0.0,1129.837811,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,6,0,1500.0,12,365.272698,353.215704,0.0,0,3,3,1,3
2288,2791.930619,231.52,0.0,0.0,1.0,231.52,0.5,0.0,0.5,0.0,0,6,3000.0,12,1828.411354,1109.449182,0.0,0,3,4,1,3
2289,1380.729836,145.94,589.017161,145.94,1.0,0.0,0.083333,0.083333,0.0,0.166667,10,3,1800.0,12,610.851898,610.2511480000002,0.0,0,3,3,1,3
2290,39.930624,399.95,0.0,290.57,0.222222,109.38,0.222222,0.222222,0.111111,0.0,0,9,1200.0,9,0.0,,0.0,0,3,3,3,0
2291,1621.345326,5167.6,0.0,4246.5,1.0,921.1,1.0,1.0,0.833333,0.0,0,52,5000.0,12,2721.870415,523.348392,0.0,2,0,1,2,1
2292,1929.555023,621.11,6691.286753,621.11,1.0,0.0,0.333333,0.333333,0.0,0.666667,29,5,6000.0,12,2406.905963,549.02708,0.0,1,1,0,4,2
2293,1089.475719,0.0,287.3648950000001,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1,0,3000.0,12,373.306733,231.573591,0.0,0,3,3,1,3
2294,207.632783,45.65,0.0,45.65,1.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,12,0.0,,0.0,0,3,3,1,3
2295,1191.955492,0.0,275.762341,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1,0,1500.0,12,266.59382,276.874306,0.0,0,3,3,1,3
2296,1727.3334960000002,560.75,0.0,168.65,1.0,392.1,0.454545,0.181818,0.363636,0.0,0,11,2500.0,11,509.825296,599.949312,0.0,0,3,3,1,3
2297,131.069154,1315.39,0.0,313.08,1.0,1002.31,1.0,1.0,1.0,0.0,0,50,3500.0,12,1123.656185,182.23728,1.0,2,0,1,0,1
2298,79.189929,699.12,0.0,0.0,1.0,699.12,1.0,0.0,1.0,0.0,0,24,2500.0,12,697.977603,183.858351,0.583333,0,0,4,0,4
2299,68.10540999999999,0.0,462.554056,0.0,0.25,0.0,0.0,0.0,0.0,0.25,6,0,500.0,8,0.0,,0.0,0,3,3,3,0
2300,851.8806480000002,1476.7,903.935644,934.59,0.909091,542.11,0.636364,0.454545,0.363636,0.272727,3,18,1200.0,11,2207.649199,613.1309769999998,0.125,0,0,4,0,1
2301,475.229863,126.03,452.857459,126.03,1.0,0.0,0.090909,0.090909,0.0,0.181818,2,1,1200.0,11,476.74593,186.404421,0.0,0,3,3,1,3
2302,8695.084351000001,0.0,2772.592928,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,2,0,17500.0,12,2353.936879,2580.94527,0.0,1,1,0,4,2
2303,1.931162,152.72,0.0,0.0,0.636364,152.72,0.666667,0.0,0.666667,0.0,0,8,2500.0,12,186.80842,58.43732900000001,0.285714,0,0,4,0,4
2304,191.37693,510.0,0.0,0.0,1.0,780.0,0.555556,0.0,0.444444,0.0,0,7,1000.0,9,459.17484,128.231992,0.0,0,3,4,0,4
2305,1276.941373,2196.54,0.0,1037.8,1.0,1158.74,1.0,0.333333,1.0,0.0,0,44,1000.0,12,1410.009813,3446.470208,0.0,2,0,4,0,4
2306,7919.563494,85.54,9945.280243,0.0,1.0,85.54,0.222222,0.0,0.111111,0.444444,10,2,10000.0,9,1594.977158,1712.713459,0.0,1,1,0,4,2
2307,2368.338673,1307.18,0.0,762.5,1.0,544.68,0.916667,0.333333,0.666667,0.0,0,20,9000.0,12,2167.293003,539.880492,0.0,0,0,1,0,1
2308,4117.751094,159.07,2940.082863,159.07,1.0,0.0,0.166667,0.166667,0.0,0.166667,4,2,8000.0,12,876.63896,982.488109,0.0,1,3,3,1,3
2309,84.3929,141.84,0.0,0.0,0.909091,141.84,0.75,0.0,0.75,0.0,0,23,1200.0,12,371.759761,158.208417,0.1,0,0,4,0,4
2310,2731.663846,0.0,5724.953197,0.0,0.833333,0.0,0.0,0.0,0.0,0.333333,4,0,8000.0,6,574.931823,541.703109,0.0,1,1,0,4,2
2311,1.3079690000000002,0.0,296.676377,0.0,0.272727,0.0,0.0,0.0,0.0,0.083333,1,0,1200.0,12,1238.1450220000004,46.176547,1.0,0,3,3,3,0
2312,1821.040307,166.38,1682.602932,116.38,1.0,50.0,0.4,0.2,0.2,0.4,13,5,5000.0,10,3388.896555,520.445922,0.0,1,1,0,1,3
2313,74.254958,952.16,0.0,463.04,1.0,489.12,1.0,0.916667,0.583333,0.0,0,24,7000.0,12,913.302873,174.963013,1.0,2,0,1,0,1
2314,4688.1034340000015,0.0,357.129377,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,2,0,5000.0,12,981.149809,2216.590039,0.0,0,3,3,1,3
2315,133.999971,1485.0,0.0,0.0,1.0,1485.0,1.0,0.0,1.0,0.0,0,12,1000.0,12,1353.276771,170.609124,0.909091,0,0,4,0,4
2316,45.972648,0.0,90.651341,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1,0,500.0,12,120.805392,122.432543,0.125,0,3,3,1,3
2317,337.478135,0.0,1620.674351,0.0,1.0,0.0,0.0,0.0,0.0,0.416667,9,0,3000.0,12,978.290582,216.74072,0.0,1,3,3,1,3
2318,6.109243,73.64,0.0,73.64,0.181818,0.0,0.083333,0.083333,0.0,0.0,0,1,4000.0,12,71.926635,16.121833,0.0,0,3,3,3,0
2319,3350.116932,39.8,3907.706693,39.8,1.0,0.0,0.083333,0.083333,0.0,0.083333,2,1,8000.0,12,1809.711855,907.682774,0.0,1,3,3,1,3
2320,0.62424,389.96,0.0,0.0,0.090909,389.96,1.0,0.0,1.0,0.0,0,31,4500.0,12,0.0,,0.0,0,0,4,3,0
2321,2629.276828,0.0,3492.909117,0.0,1.0,0.0,0.0,0.0,0.0,0.333333,7,0,3500.0,12,1478.753996,1863.940934,0.0,1,1,3,1,3
2322,465.332882,6920.08,0.0,5182.71,1.0,1737.37,0.833333,0.583333,0.5,0.0,0,34,9500.0,12,5691.439238,235.694396,0.636364,2,2,1,2,6
2323,515.9047860000002,5359.02,0.0,2399.78,1.0,2959.24,1.0,1.0,1.0,0.0,0,60,6000.0,12,0.0,,0.0,2,0,1,2,6
2324,1701.2033199999996,302.0,796.570678,0.0,1.0,302.0,0.5,0.0,0.416667,0.083333,1,6,2000.0,12,784.873315,567.761469,0.0,0,3,3,1,3
2325,276.93292,0.0,936.59473,0.0,0.454545,0.0,0.0,0.0,0.0,0.083333,2,0,1000.0,12,247.914645,152.028346,0.0,0,3,3,3,0
2326,1560.533094,749.57,4096.907903,209.77,0.777778,539.8,0.666667,0.222222,0.444444,0.666667,19,7,6000.0,9,617.46628,414.824247,0.0,1,1,0,4,2
2327,1634.559235,1062.94,0.0,1006.18,1.0,56.76,0.583333,0.5,0.166667,0.0,0,15,1800.0,12,584.660133,1332.6924689999996,0.0,0,0,3,1,3
2328,2394.126386,3651.59,2420.908491,1544.79,1.0,2106.8,1.0,0.833333,1.0,0.166667,11,111,4500.0,12,6925.337419,1646.768053,0.083333,2,2,1,2,6
2329,1337.229284,6661.25,0.0,5805.5,1.0,855.75,1.0,1.0,0.5,0.0,0,108,1700.0,12,5936.298921000001,554.610686,0.0,2,2,1,2,6
2330,200.806352,1957.45,0.0,1799.14,1.0,158.31,1.0,1.0,0.166667,0.0,0,49,6000.0,12,1934.825977,193.934077,0.75,2,0,1,2,1
2331,2119.537904,342.07,0.0,270.07,1.0,72.0,0.583333,0.5,0.166667,0.0,0,11,3000.0,12,3505.371815,894.910352,0.0,0,3,3,1,3
2332,5500.316126,0.0,4930.998256,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,6,0,9000.0,12,10036.80464,1915.072549,0.083333,1,1,0,4,2
2333,2584.617366,0.0,385.424519,0.0,1.0,0.0,0.0,0.0,0.0,0.3,3,0,3000.0,10,3206.865961,557.973185,0.0,0,3,3,1,3
2334,21.494012,417.0,0.0,0.0,0.545455,417.0,0.416667,0.0,0.416667,0.0,0,6,5000.0,12,394.135239,97.638234,0.454545,0,3,3,3,0
2335,1032.031399,0.0,1143.5026269999996,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,4,0,1200.0,12,239.189487,613.232178,0.0,0,3,3,1,3
2336,1427.42297,61.0,4327.3982350000015,0.0,1.0,61.0,0.166667,0.0,0.083333,0.583333,14,2,9000.0,12,5907.105978000001,389.155496,0.166667,1,1,0,4,2
2337,9699.252383,0.0,10630.32102,0.0,1.0,0.0,0.0,0.0,0.0,0.833333,27,0,10000.0,12,13001.03715,3897.073997,0.0,1,1,0,4,2
2338,2201.533726,0.0,2719.782919,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,4,0,3000.0,12,3436.911086,711.894455,0.083333,0,3,3,1,3
2339,33.384649,109.32,0.0,69.32,0.909091,40.0,0.5,0.166667,0.25,0.0,0,6,1200.0,12,163.060103,215.422442,0.0,0,3,3,1,3
2340,933.622145,2873.87,342.602229,1756.23,1.0,1117.64,1.0,0.333333,1.0,0.166667,2,32,7000.0,12,2361.792954,360.663949,0.083333,2,0,1,0,4
2341,3664.2825880000014,493.34,0.0,260.0,1.0,233.34,0.416667,0.083333,0.416667,0.0,0,6,9500.0,12,1050.91005,821.066878,0.0,0,3,3,1,3
2342,1155.692527,981.2,0.0,326.2,1.0,655.0,0.583333,0.166667,0.416667,0.0,0,12,1200.0,12,1279.911936,1176.743934,0.0,0,0,4,0,4
2343,5.993508,0.0,18.751913,0.0,0.545455,0.0,0.0,0.0,0.0,0.083333,1,0,500.0,12,46.268562,99.304829,0.25,0,3,3,3,0
2344,1106.42635,0.0,639.271966,0.0,1.0,0.0,0.0,0.0,0.0,0.333333,5,0,2500.0,12,364.636263,263.85412,0.0,0,3,3,1,3
2345,92.325796,371.16,0.0,0.0,1.0,371.16,1.0,0.0,1.0,0.0,0,12,2000.0,12,205.804949,170.36763100000005,0.166667,0,0,4,0,4
2346,3181.996689,2046.06,565.897178,1605.62,0.909091,440.44,1.0,0.583333,0.916667,0.083333,2,27,10400.0,12,9801.637331,1254.849545,0.0,2,0,1,2,1
2347,561.003319,11577.0,875.5830699999998,10975.0,1.0,602.0,1.0,1.0,0.5,0.25,6,97,5500.0,12,12148.50351,188.413837,0.666667,2,2,2,2,6
2348,877.3545330000002,6954.28,61.792952,6441.4,1.0,512.88,1.0,1.0,1.0,0.083333,1,105,9000.0,12,7486.398825,236.319631,0.166667,2,2,1,2,6
2349,1154.241515,102.0,98.317922,102.0,1.0,0.0,0.166667,0.166667,0.0,0.166667,2,2,1200.0,12,312.440002,754.478004,0.0,0,3,3,1,3
2350,66.842287,908.34,0.0,723.02,1.0,185.32,1.0,1.0,0.083333,0.0,0,14,6500.0,12,788.60284,177.213829,0.5,0,0,1,0,1
2351,1228.217369,836.4,382.163862,0.0,1.0,836.4,1.0,0.0,1.0,0.083333,1,24,1400.0,12,1163.702341,758.120882,0.0,0,0,4,0,4
2352,896.3477960000001,0.0,989.764347,0.0,1.0,0.0,0.0,0.0,0.0,0.25,13,0,2500.0,12,280.037759,257.298488,0.0,0,3,3,1,3
2353,1134.648238,143.12,0.0,143.12,1.0,0.0,0.1,0.1,0.0,0.0,0,1,1200.0,10,289.967312,286.845297,0.0,0,3,3,1,3
2354,3279.867381,6520.0,0.0,6520.0,0.875,0.0,0.75,0.75,0.0,0.0,0,7,3500.0,8,3524.512662,523.422296,0.125,2,0,1,2,1
2355,4587.892398,140.6,953.934018,140.6,1.0,0.0,0.083333,0.083333,0.0,0.25,3,2,5500.0,12,1151.202909,1489.130441,0.0,1,3,3,1,3
2356,1784.421367,0.0,3923.427657,0.0,0.818182,0.0,0.0,0.0,0.0,0.25,4,0,3000.0,12,2804.403394,853.680867,0.111111,1,3,3,1,3
2357,7975.19143,1142.15,2652.115823,1017.65,1.0,124.5,0.5,0.333333,0.25,0.25,3,10,9000.0,12,2079.521171,2902.18515,0.0,1,1,0,4,2
2358,1937.273513,658.87,0.0,79.67,1.0,579.2,0.916667,0.166667,0.833333,0.0,0,17,2000.0,12,758.215724,1336.476251,0.0,0,0,4,0,4
2359,131.271213,147.26,0.0,0.0,1.0,147.26,0.333333,0.0,0.25,0.0,0,4,1000.0,12,430.455738,163.227325,0.090909,0,3,3,1,3
2360,996.48222,675.96,0.0,0.0,1.0,675.96,1.0,0.0,1.0,0.0,0,12,1000.0,12,1851.602411,1382.292833,0.083333,0,0,4,0,4
2361,58.12945,576.0,0.0,0.0,1.0,576.0,1.0,0.0,1.0,0.0,0,12,1500.0,12,505.433563,163.327553,0.416667,0,0,4,0,4
2362,306.90901,2768.93,0.0,1281.14,1.0,1487.79,1.0,0.25,0.916667,0.0,0,23,10500.0,12,2605.175646,174.261548,0.5,2,0,1,0,4
2363,58.81155699999999,370.0,19.719684,370.0,0.636364,0.0,0.083333,0.083333,0.0,0.083333,1,1,1200.0,12,1483.573731,144.531014,0.090909,0,3,3,3,0
2364,58.167348,438.87,0.0,438.87,0.181818,0.0,0.083333,0.083333,0.0,0.0,0,1,7500.0,12,1748.469291,270.533346,0.0,0,3,3,3,0
2365,2361.237383,0.0,4233.413107,0.0,1.0,0.0,0.0,0.0,0.0,0.416667,14,0,3000.0,12,3284.30732,996.558096,0.083333,1,1,0,4,2
