,customer_id,balance_account,purchases_amount,paid_advance,full_purchases,balance_frequency_update,installments,purchases_frequency,full_purchases_frequency,purchases_installments_frequency,cash_advance_frequency,nr_cash_advances,nr_purchases,credit_limit,fixed_rate_period,payments,min_payments,full_payment_prc
1643,ktc8ff6XRjfejKLg,2025.162877,778.33,0.0,0.0,1.0,778.33,0.916667,0.0,0.916667,0.0,0.0,28.0,2000.0,12.0,1411.329676,1430.50774,0.0
1644,3wLG8LRTAnx58AbQ,36.005918,463.36,0.0,0.0,0.636364,463.36,0.333333,0.0,0.333333,0.0,0.0,4.0,7500.0,12.0,1070.3377,103.247226,0.0
1645,TZDPfQ7r5C7vTuNn,1418.215497,1003.95,0.0,408.83,1.0,595.12,0.583333,0.166667,0.5,0.0,0.0,15.0,11000.0,12.0,2218.323066,454.602396,0.0
1646,wOPkQnmvbeVl5ogP,970.862162,563.82,0.0,563.82,1.0,0.0,0.833333,0.833333,0.0,0.0,0.0,10.0,2950.0,12.0,350.164857,373.629996,0.0
1647,KKODt6ibviM2L0YR,2320.402196,436.0,3298.084294,0.0,1.0,436.0,0.5,0.0,0.416667,0.25,4.0,6.0,4000.0,12.0,4664.822102,858.0928130000002,0.083333
1648,7EQY6wOI7B6GXpxt,135.493002,0.0,499.794103,0.0,1.0,0.0,0.0,0.0,0.0,0.25,4.0,0.0,1200.0,12.0,1844.110066,185.379277,0.166667
1649,mJ4M8I1EAReFUR8a,100.427621,793.28,0.0,0.0,1.0,793.28,1.0,0.0,0.875,0.0,0.0,8.0,1000.0,8.0,679.031744,117.258435,1.0
1650,tlJtYuwATl0Ww6dV,949.259857,0.0,59.80774,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,2.0,0.0,1000.0,12.0,169.264551,247.985446,0.0
1651,PJiw1tnHyQv6I1NH,852.5303869999998,45.65,0.0,45.65,1.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1200.0,12.0,387.594772,231.564246,0.0
1652,ZfzEJOBNQ4hlloC7,798.746133,233.16,779.357321,0.0,1.0,233.16,0.25,0.0,0.166667,0.333333,7.0,3.0,1500.0,12.0,1701.3917350000004,327.165449,0.0
1653,FeKcH5kbJTDpYew3,1091.74471,729.47,0.0,566.52,1.0,162.95,0.75,0.583333,0.166667,0.0,0.0,22.0,1500.0,12.0,2118.665123,612.9184280000002,0.083333
1654,zwMjCySDwdwScGhJ,474.451835,0.0,1016.333944,0.0,0.545455,0.0,0.0,0.0,0.0,0.25,8.0,0.0,1200.0,12.0,414.218007,310.3433720000001,0.0
1655,ZYdtMBVaOUS1LKqu,6533.312256,504.33,2308.315512,234.39,1.0,269.94,0.5,0.166667,0.5,0.25,5.0,8.0,11000.0,12.0,1670.6627,1498.484584,0.0
1656,DcHfYQ9IVtI66xfB,4230.023512,5755.93,0.0,3854.62,1.0,1901.31,1.0,0.833333,0.833333,0.0,0.0,66.0,10000.0,12.0,3848.416129,925.359254,0.0
1657,yiMCGebbgl8uyvFV,2071.951442,2090.21,0.0,0.0,1.0,2090.21,1.0,0.0,1.0,0.0,0.0,80.0,2500.0,12.0,1326.995454,556.63142,0.0
1658,y5nGMKptmnU8WwFb,981.286008,1370.0,0.0,1370.0,1.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1400.0,12.0,596.685481,451.584847,0.0
1659,kOJR9eRIepvVPvqp,1552.772103,34.74,185.374726,34.74,1.0,0.0,0.1,0.1,0.0,0.2,3.0,1.0,3000.0,10.0,3125.652785,405.748783,0.0
1660,eLG17IAidEuikjs5,42.653615,93.24,0.0,0.0,1.0,93.24,0.5,0.0,0.5,0.0,0.0,6.0,5000.0,12.0,156.57818999999995,95.992733,0.0
1661,ycmuadb1UBBxoEty,7.0474820000000005,321.07,0.0,321.07,0.545455,0.0,0.916667,0.916667,0.0,0.0,0.0,11.0,3000.0,12.0,285.7852529999999,52.529089,0.0
1662,hOsVGoYbZ3r2tcVH,344.023581,1551.27,0.0,944.77,1.0,606.5,1.0,0.333333,0.916667,0.0,0.0,26.0,6500.0,12.0,1779.3819620000004,195.950075,0.0
1663,jmugvaVKZ4FptXiL,4355.982388,0.0,305.985578,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,2.0,0.0,7500.0,12.0,1188.602797,1142.583303,0.0
1664,pl6jI13MVat15ZSn,1128.717636,55.69,56.453676,55.69,1.0,0.0,0.083333,0.083333,0.0,0.083333,1.0,3.0,1200.0,12.0,266.286419,544.723121,0.0
1665,AjlbWcJVHCjh4uui,177.551278,66.25,0.0,0.0,0.636364,66.25,0.416667,0.0,0.416667,0.0,0.0,5.0,2500.0,12.0,2283.641666,3116.67911,0.0
1666,OFxXlV2G6WG5qbRv,245.115749,2690.62,0.0,1217.04,0.875,1473.58,0.875,0.875,0.75,0.0,0.0,44.0,8000.0,8.0,2806.897275,137.43462,1.0
1667,HSyOVSQ6xw3bWd0m,5858.617133,2761.41,0.0,2484.65,1.0,276.76,1.0,0.666667,0.666667,0.0,0.0,24.0,11000.0,12.0,1919.207449,1365.627377,0.0
1668,2wroDl5mAEYg6DLn,1126.942655,0.0,86.437024,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,2.0,0.0,1200.0,12.0,353.897911,231.575224,0.0
1669,DPhwAE9LU7Eod2e8,23.167831,375.0,0.0,0.0,1.0,375.0,1.0,0.0,1.0,0.0,0.0,12.0,2500.0,12.0,389.716275,178.84094,0.916667
1670,sUwOAqsc27BSJNff,3012.642667,6999.56,0.0,6999.56,1.0,0.0,1.0,1.0,0.0,0.0,0.0,81.0,3500.0,12.0,5446.940305,573.8677299999998,0.166667
1671,sUMIrvb9AzUixJPD,1497.869891,806.64,0.0,681.69,1.0,124.95,0.833333,0.75,0.416667,0.0,0.0,26.0,1700.0,12.0,826.296904,857.418392,0.0
1672,d6SL5mMOnOODSwGO,8929.533392,0.0,7165.12654,0.0,1.0,0.0,0.0,0.0,0.0,0.5,8.0,0.0,13000.0,12.0,2119.667158,2223.059565,0.0
1673,aRcvYfmbDuYgzilv,167.50550800000005,1219.0,0.0,843.0,0.818182,376.0,0.75,0.75,0.416667,0.0,0.0,21.0,4500.0,12.0,1989.674433,161.27951399999995,0.666667
1674,NJyNJLRwkGbC76fQ,2155.276706,66.0,5478.844017,66.0,1.0,0.0,0.083333,0.083333,0.0,0.75,30.0,1.0,5000.0,12.0,5100.05147,566.549873,0.083333
1675,O8dSTQa5Vrhtpilm,1051.215365,0.0,3700.154118,0.0,0.909091,0.0,0.0,0.0,0.0,0.454545,25.0,0.0,1600.0,11.0,3263.474102,461.041625,0.090909
1676,jicU7jCUHwFEDH6R,1705.4358949999996,0.0,3719.359585,0.0,0.666667,0.0,0.0,0.0,0.0,0.5,4.0,0.0,4000.0,6.0,282.620956,418.372715,0.0
1677,O81LP4to1yns3MEE,715.64147,0.0,1349.479114,0.0,0.727273,0.0,0.0,0.0,0.0,0.25,6.0,0.0,1500.0,12.0,1967.176481,234.068674,0.125
1678,7f3ELq93ACTvp6qx,1045.4587390000004,946.29,886.2667849999998,705.69,0.9,240.6,0.9,0.3,0.7,0.3,6.0,27.0,1500.0,10.0,2138.807396,729.764287,0.0
1679,zbvZgJTGnIkKHsKs,231.422388,822.93,0.0,822.93,0.875,0.0,0.375,0.375,0.0,0.0,0.0,12.0,1200.0,8.0,120.912757,122.220568,0.0
1680,K7TnixgYptY3rFNm,678.62589,59.24,272.436416,0.0,1.0,59.24,0.083333,0.0,0.083333,0.083333,1.0,1.0,1200.0,12.0,1669.187919,519.9450559999998,0.0
1681,ATBEbTo8JcYoqu0f,300.1403620000001,2366.36,0.0,555.0,1.0,1811.36,1.0,0.166667,1.0,0.0,0.0,23.0,4000.0,12.0,2324.527168,184.880812,0.666667
1682,dF5kcsCTk25yuTz5,5194.184491,73.42,1101.178394,73.42,1.0,0.0,0.083333,0.083333,0.0,0.166667,3.0,1.0,9500.0,12.0,1465.747485,1141.6332960000002,0.0
1683,Y2Vhm6Qo3I5x1UP5,49.519627,210.0,446.514417,210.0,0.545455,0.0,0.083333,0.083333,0.0,0.083333,1.0,1.0,500.0,12.0,885.2448300000002,127.542299,0.0
1684,WhHHe307soJRfBSX,80.17889100000002,1200.0,0.0,0.0,1.0,1200.0,1.0,0.0,0.916667,0.0,0.0,12.0,1200.0,12.0,1037.6272800000004,165.880254,1.0
1685,I5xN693FzqhFPE2N,2800.848284,0.0,230.345891,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,2.0,0.0,3000.0,12.0,864.931529,1796.44717,0.0
1686,2qUZOcpOFIxSwoaG,210.618047,290.0,0.0,0.0,1.0,290.0,0.833333,0.0,0.833333,0.0,0.0,10.0,2700.0,12.0,239.005926,171.362848,0.0
1687,WmaHzyTJ3grmvEnD,7442.599092,1080.0,3968.684047,0.0,1.0,1080.0,0.666667,0.0,0.666667,0.25,29.0,24.0,8500.0,12.0,4365.058558,6019.766065999999,0.0
1688,fcXSf7xONWQKoP0A,1799.320009,0.0,872.408101,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,2.0,0.0,2000.0,12.0,298.163408,718.578894,0.0
1689,80riWAYYF7O6T6XR,811.638687,0.0,783.165528,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,12.0,608.913721,276.992932,0.0
1690,LZSkMokCcgMUcdQE,57.116811,27.79,381.171145,27.79,0.454545,0.0,0.083333,0.083333,0.0,0.083333,1.0,1.0,4500.0,12.0,1215.965938,99.950697,1.0
1691,zxIcMUfwguOfnjSF,22.242824,236.28,0.0,236.28,1.0,0.0,0.833333,0.833333,0.0,0.0,0.0,10.0,4000.0,12.0,258.45701,153.481269,0.545455
1692,nRUVhSBPXS79aN1W,126.467835,319.34,0.0,0.0,0.909091,319.34,0.333333,0.0,0.333333,0.0,0.0,6.0,2700.0,12.0,512.790367,163.353616,0.0
1693,0a6r1xCB6Vr9JJix,406.590227,1208.28,76.91547800000002,796.3,1.0,411.98,1.0,0.666667,0.833333,0.333333,2.0,20.0,2000.0,6.0,174.76363,103.074872,0.0
1694,C32VqM1dBZUwaDC0,110.983174,458.47,0.0,458.47,1.0,0.0,0.25,0.25,0.0,0.0,0.0,3.0,2000.0,12.0,414.618729,176.17508700000005,0.0
1695,RDpkSZ3YdhvxPYue,472.975295,0.0,1076.323483,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,13.0,0.0,1200.0,12.0,0.0,219.85574141439767,0.0
1696,0FcXHWfgRZCxaVox,392.194003,788.14,0.0,788.14,1.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,9000.0,12.0,1041.707049,192.452296,0.0
1697,VvRDvlOtDFQxtoBX,0.8929010000000001,492.0,0.0,0.0,0.363636,492.0,1.0,0.0,1.0,0.0,0.0,24.0,7500.0,12.0,450.655804,19.582178,0.0
1698,CXr4vYidJlWJKDAg,14.281926,245.85,0.0,0.0,0.875,245.85,0.875,0.0,0.75,0.0,0.0,16.0,1500.0,8.0,209.736381,65.920948,0.25
1699,uTQdrrMGWHDI2kOR,4.398104,76.0,0.0,76.0,0.181818,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1500.0,12.0,307.868817,109.152917,0.0
1700,Hl3nTRDpu4Sei2Td,933.928303,0.0,570.7189480000002,0.0,1.0,0.0,0.0,0.0,0.0,0.583333,19.0,0.0,2000.0,12.0,499.243053,358.446917,0.0
1701,Vg0oLwlRah2R8TRH,622.55987,343.46,1898.121821,221.84,1.0,121.62,0.333333,0.333333,0.166667,0.583333,11.0,13.0,1500.0,12.0,964.143984,554.592269,0.083333
1702,RbFi6gNqo1powpbO,88.577811,356.15,0.0,356.15,1.0,0.0,0.75,0.75,0.0,0.0,0.0,27.0,1600.0,12.0,349.838628,167.505705,0.0
1703,QaUJYsLyKoUFtXbe,70.831061,531.0,0.0,300.0,1.0,231.0,0.916667,0.333333,0.916667,0.0,0.0,16.0,1500.0,12.0,497.38359800000006,153.202749,0.25
1704,9XgBktFrsVpGjX8g,41.642389,75.99,0.0,75.99,0.857143,0.0,0.14285699999999998,0.14285699999999998,0.0,0.0,0.0,1.0,2700.0,7.0,69.163384,99.401747,0.0
1705,HWwIUyoYVZS3WTgs,891.111576,698.99,1208.994937,0.0,0.909091,698.99,0.545455,0.0,0.454545,0.363636,13.0,6.0,1500.0,11.0,2152.76797,371.913747,0.125
1706,lZirMlgOrBlfmpON,5968.583246,22381.97,0.0,19150.02,1.0,3231.95,1.0,1.0,0.583333,0.0,0.0,87.0,14500.0,12.0,20343.28681,1966.191831,0.0
1707,jOJOjkGMrvGTnnwl,35.578362,464.51,0.0,133.0,0.909091,331.51,0.833333,0.083333,0.75,0.0,0.0,10.0,3000.0,12.0,452.522327,147.24361399999995,0.777778
1708,GRqNXBlaHJgbwDu9,1364.390161,786.0,0.0,646.0,1.0,140.0,0.5,0.166667,0.416667,0.0,0.0,10.0,5000.0,12.0,599.4355860000002,323.619258,0.0
1709,pPtuxjvBbnJQGLFv,92.782518,921.82,0.0,921.82,0.2,0.0,0.1,0.1,0.0,0.0,0.0,1.0,1200.0,10.0,4644.142145000002,68.26235600000001,0.0
1710,dAeTfzb47PGBMO9R,0.327199,24.64,0.0,24.64,0.454545,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1800.0,12.0,45.640106,26.849523,0.0
1711,hPGotNWv4CtMuqBj,736.724142,421.96,1001.547474,0.0,1.0,421.96,1.0,0.0,0.909091,0.272727,14.0,11.0,1000.0,11.0,555.342356,586.9257,0.0
1712,DrRkaHMFLpfo7aga,776.255666,6842.23,0.0,4938.13,1.0,1904.1,1.0,1.0,1.0,0.0,0.0,112.0,3500.0,12.0,5588.683151,280.509038,0.5
1713,YDuAuMSflNDEei0Y,10.785694,384.4,0.0,0.0,0.444444,384.4,0.8888889999999999,0.0,0.777778,0.0,0.0,8.0,1500.0,9.0,655.428475,65.25158499999999,0.333333
1714,aUT2hSapx1Bz7R9a,1608.1632539999996,1130.6,682.525873,1130.6,1.0,0.0,1.0,1.0,0.0,0.166667,4.0,19.0,2500.0,12.0,1152.859524,996.573517,0.0
1715,Gs1EnqhdsFev15kl,1205.716678,0.0,38.325801,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,12.0,29.278671000000006,8242.687678,0.0
1716,YcrJqauOWYMOUT11,1381.080028,360.0,0.0,0.0,1.0,360.0,0.666667,0.0,0.666667,0.0,0.0,8.0,1000.0,12.0,115.649241,13564.39121,0.0
1717,aZdWGDmNU6727Ren,161.792222,2883.58,0.0,1933.56,1.0,950.02,1.0,1.0,0.166667,0.0,0.0,20.0,2000.0,12.0,3051.442623,185.380301,0.75
1718,lj7emjwd6FJFjrWM,2202.376446,0.0,1701.9053239999996,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,11.0,0.0,6000.0,12.0,512.773385,546.6997759999998,0.0
1719,1iXFFZsRBbQLq643,6.390383,79.66,0.0,0.0,1.0,79.66,1.0,0.0,1.0,0.0,0.0,12.0,1500.0,12.0,75.896288,75.967742,0.0
1720,tYAIxm8ZYAGON9cV,64.180193,602.2,0.0,502.2,0.727273,100.0,0.416667,0.416667,0.166667,0.0,0.0,9.0,2500.0,12.0,590.403543,69.987515,0.0
1721,MtiVvBIF0FM5K8qg,1943.038819,0.0,399.745986,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,4.0,0.0,2000.0,12.0,748.233144,1155.324802,0.0
1722,MsYQvWCSvuJD7MxO,50.962159,803.45,0.0,803.45,0.454545,0.0,0.333333,0.333333,0.0,0.0,0.0,8.0,5500.0,12.0,797.779992,174.831289,1.0
1723,vg1e69PUkYtzYb85,8.061012,133.0,0.0,0.0,0.363636,133.0,0.25,0.0,0.166667,0.0,0.0,3.0,3000.0,12.0,130.61272,41.436595,0.181818
1724,07I1m9aWY4ArSXpH,1121.018433,0.0,410.041428,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,2.0,0.0,1500.0,12.0,858.2487689999998,296.752391,0.0
1725,VVHiSueT5ku28AEO,1150.307564,1189.04,0.0,0.0,1.0,1189.04,1.0,0.0,1.0,0.0,0.0,12.0,15000.0,12.0,3016.935137,332.492063,0.0
1726,MZ0vj6QW6aTjaaDX,309.150506,3157.86,0.0,1178.02,1.0,1979.84,1.0,0.916667,1.0,0.0,0.0,31.0,7000.0,12.0,3291.320691,170.01038400000004,0.833333
1727,SKtRMHN2hFrHE6Yi,954.060867,279.76,325.076569,0.0,1.0,578.55,0.583333,0.0,0.666667,0.333333,4.0,14.0,1000.0,12.0,956.028747,1033.373322,0.0
1728,8sgaJsZm8MyKPZ1Y,2022.469335,22.5,0.0,0.0,1.0,22.5,0.416667,0.0,0.416667,0.0,0.0,5.0,10000.0,12.0,2062.495163,435.662185,0.0
1729,mGSnzDcxsOwEz2ep,1153.3359380000004,886.56,0.0,0.0,1.0,886.56,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,12.0,724.171914,2256.223464,0.0
1730,v5y8VlqH7OrLIVKQ,2433.487018,0.0,348.296735,0.0,1.0,0.0,0.0,0.0,0.0,0.272727,6.0,0.0,2500.0,11.0,527.171985,1097.372571,0.0
1731,yargIwuXsD7TX15b,3029.388362,71.99,4865.41145,0.0,1.0,71.99,0.166667,0.0,0.166667,0.166667,2.0,2.0,7500.0,12.0,887.3365,915.671887,0.0
1732,lD3dNA1FNnEwPRYy,0.298538,510.0,0.0,0.0,0.090909,510.0,1.0,0.0,1.0,0.0,0.0,12.0,6500.0,12.0,557.480712,158.73907360099358,0.0
1733,AiUWr210UvQMGMOU,37.021347,133.35,0.0,0.0,0.272727,133.35,0.083333,0.0,0.083333,0.0,0.0,1.0,2500.0,12.0,936.840542,280.738043,0.5
1734,NsoOvXZ7lvv9OBe8,5658.938986,111.54,3344.962624,111.54,1.0,0.0,0.083333,0.083333,0.0,0.333333,7.0,1.0,6500.0,12.0,1386.242232,1781.099062,0.0
1735,E3dk8yt2pT2oDbYA,1.869435,0.24,0.0,0.24,0.454545,0.0,0.083333,0.083333,0.0,0.0,0.0,0.0,3000.0,12.0,150.381107,53.294711,0.0
1736,NyHLYfafhHaXbqLC,48.161019,318.05,0.0,166.8,0.777778,151.25,0.444444,0.111111,0.222222,0.0,0.0,8.0,1200.0,9.0,425.122515,72.507248,0.0
1737,N0bYKrZt3EG0AGan,1420.727073,0.0,311.804499,0.0,1.0,0.0,0.0,0.0,0.0,0.9,9.0,0.0,1500.0,10.0,506.765033,449.179818,0.0
1738,u1d2EknevzrY6eiq,2230.689402,0.0,2393.4643260000007,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,4.0,0.0,2500.0,12.0,458.73255,467.263413,0.0
1739,2fUkaW88MjNWjVe9,3690.177649,0.0,1328.643945,0.0,1.0,0.0,0.0,0.0,0.0,0.5,11.0,0.0,4000.0,12.0,1006.358943,1819.542692,0.0
1740,TIOq1VTiH9jkrUE4,1587.706693,450.0,270.92481000000004,0.0,1.0,450.0,0.5,0.0,0.5,0.25,4.0,6.0,1800.0,12.0,600.2997280000002,1032.599236,0.0
1741,cVOc4CbI5KEWjRNq,807.555134,242.06,0.0,0.0,0.818182,242.06,0.5,0.0,0.5,0.0,0.0,6.0,1000.0,12.0,1610.237285,504.351185,0.0
1742,7kjHgNKrQ9h9exGk,451.905949,4468.71,0.0,3870.15,1.0,598.56,1.0,1.0,0.416667,0.0,0.0,53.0,4000.0,12.0,4009.961094,184.31048,1.0
1743,dZKkBU5U7NasYHJ0,10.486808,241.27,0.0,241.27,0.363636,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,2500.0,12.0,557.897488,204.561603,0.0
1744,5P4bTD6vNE73hVlA,1669.128355,0.0,335.0568140000001,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,2.0,0.0,1800.0,12.0,528.612762,607.334479,0.0
1745,YdBLPHGZABGHYx3d,413.331088,0.0,708.62821,0.0,1.0,0.0,0.0,0.0,0.0,0.777778,11.0,0.0,500.0,9.0,453.051033,131.544615,0.0
1746,nkuoI6C1cGni6AVe,1383.892711,1095.13,99.30138,235.4,1.0,859.73,1.0,0.25,1.0,0.083333,1.0,26.0,6000.0,12.0,1130.55011,415.172992,0.0
1747,jIYd5s0jyQ2MIcKY,452.951976,3649.83,0.0,3649.83,0.454545,0.0,0.25,0.25,0.0,0.0,0.0,10.0,7500.0,12.0,209.217046,164.503829,0.0
1748,wE7MHhs6adOQgKpV,927.983543,1321.52,0.0,1321.52,1.0,0.0,0.25,0.25,0.0,0.0,0.0,15.0,4500.0,12.0,527.949934,264.03013300000003,0.0
1749,4OTunbJpEw1sfOwD,3759.848908,7472.37,0.0,6845.82,1.0,626.55,1.0,1.0,0.75,0.0,0.0,54.0,8500.0,12.0,5001.440215,926.454371,0.083333
1750,8pX9tnSEbHquhNax,618.966003,4709.14,0.0,395.92,1.0,4313.22,1.0,0.166667,1.0,0.0,0.0,18.0,4500.0,12.0,4627.972313,3959.316506,0.083333
1751,Mey50GXJFtOC88KI,36.57785,561.48,0.0,0.0,0.545455,561.48,0.5,0.0,0.416667,0.0,0.0,6.0,3000.0,12.0,891.708605,167.286067,1.0
1752,NvMJX5Fnf0YZbdlD,6836.552992,0.0,11405.73425,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,10000.0,12.0,6834.695342,2716.326216,0.0
1753,ZhZO4YQeKBivNDLB,274.604824,341.37,0.0,0.0,1.0,341.37,0.583333,0.0,0.5,0.0,0.0,7.0,2500.0,12.0,101.053841,171.581036,0.0
1754,mKKvBqtvHj5kJzKY,3.019634,45.6,0.0,0.0,0.25,45.6,0.25,0.0,0.25,0.0,0.0,2.0,1600.0,8.0,73.212859,111.928897,0.0
1755,A0vzNojTnumshdqp,1436.996287,0.0,73.568388,0.0,1.0,0.0,0.0,0.0,0.0,0.25,4.0,0.0,1500.0,12.0,292.5213490000001,503.505212,0.0
1756,FOh4DERlPKOzQRLb,1117.33657,0.0,99.315429,0.0,1.0,0.0,0.0,0.0,0.0,0.25,4.0,0.0,1200.0,12.0,272.177301,395.344077,0.0
1757,Q9KBqCyDFfYqbeco,482.671967,0.0,18.976859,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1.0,0.0,500.0,12.0,132.659676,266.857429,0.0
1758,57sIUfGzvsRit5R4,2586.357487,0.0,256.100571,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,12.0,658.61387,582.879568,0.0
1759,n9X93LFsvj7IuvBB,1499.324936,0.0,18.123413,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1.0,0.0,1500.0,12.0,309.565852,526.7496610000002,0.0
1760,hUCBvDWVhiXlC9oA,15258.2259,529.3,4100.891579,529.3,1.0,0.0,0.5,0.5,0.0,1.0,23.0,10.0,19000.0,8.0,2051.14647,3905.740148,0.0
1761,QMhpOD6CklIiKcih,768.881695,408.59,0.0,408.59,0.727273,0.0,0.25,0.25,0.0,0.0,0.0,7.0,2500.0,12.0,2095.952073,250.856639,0.125
1762,Nnk3dY7HXtDMjIGG,1101.085631,0.0,164.836712,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,2.0,0.0,1200.0,12.0,270.956427,345.4793410000001,0.0
1763,VCoOTXl7Fx0gIBg9,536.846283,2660.21,0.0,2565.24,0.727273,94.97,0.666667,0.416667,0.416667,0.0,0.0,13.0,4000.0,12.0,931.515333,199.627117,0.0
1764,2Qr59fnYPEU67utP,5.109352,0.0,78.990599,0.0,0.181818,0.0,0.0,0.0,0.0,0.083333,1.0,0.0,1000.0,12.0,77.984721,14.840576,0.1
1765,rKLbIeU0PYMeR7f7,975.637547,6897.56,0.0,0.0,0.818182,6897.56,0.5,0.0,0.5,0.0,0.0,6.0,6150.0,12.0,8337.882098,6703.880744,0.272727
1766,kHpZSX3Yz4T6gHZ0,1083.379171,9.9,0.0,0.0,1.0,9.9,0.14285699999999998,0.0,0.14285699999999998,0.0,0.0,1.0,1900.0,7.0,186.923852,7243.733403,0.0
1767,G1hd0TFWdopxJKWQ,6.914784,71.4,0.0,0.0,0.454545,71.4,0.166667,0.0,0.083333,0.0,0.0,2.0,2000.0,12.0,21.55251,112.584481,0.0
1768,EcdUBYtcZgFuMosi,22.161656,1240.58,0.0,0.0,0.636364,1240.58,0.666667,0.0,0.666667,0.0,0.0,15.0,1500.0,12.0,1817.791324,107.871575,0.5
1769,8ewzOypyTQo683RJ,2114.158683,5580.85,0.0,0.0,1.0,5580.85,1.0,0.0,1.0,0.0,0.0,75.0,8500.0,12.0,3564.9777740000004,630.00413,0.0
1770,mC2UVW3uCdPR8Je7,1076.571029,45.65,48.730842,45.65,1.0,0.0,0.083333,0.083333,0.0,0.083333,1.0,1.0,1200.0,12.0,299.78995,374.377774,0.0
1771,3WIvvjrBXcNfoKfk,7057.658848,360.7,6517.541812,360.7,1.0,0.0,0.083333,0.083333,0.0,0.333333,15.0,2.0,8000.0,12.0,5147.693822,2610.0538850000007,0.0
1772,lCFIU7hhNODxxSkq,4550.397004,548.0,660.523355,548.0,1.0,0.0,0.25,0.25,0.0,0.25,5.0,7.0,5000.0,12.0,1158.922139,1330.173932,0.0
1773,EBtvT135CNdijKqq,1001.543878,2577.1,2241.427898,720.1,1.0,1857.0,1.0,0.666667,0.666667,0.416667,7.0,49.0,15500.0,12.0,3875.419446,327.217973,0.090909
1774,m39SY6vbsu2OS9MQ,268.493643,4917.48,0.0,3300.1,1.0,1617.38,1.0,0.25,1.0,0.0,0.0,31.0,13500.0,12.0,3552.167671,78.898037,0.375
1775,BXAmMpCbpkiNgtmq,251.144969,88.51,1515.283623,88.51,0.727273,0.0,0.25,0.25,0.0,0.416667,7.0,3.0,1200.0,12.0,1490.675716,189.097848,0.166667
1776,JcaFWzGjG5Zmiy3O,512.058666,921.2,0.0,664.73,0.818182,256.47,0.416667,0.166667,0.25,0.0,0.0,7.0,5500.0,12.0,1851.553319,786.58816,0.0
1777,l1voak5P20vzsB0P,3355.631092,242.88,0.0,0.0,1.0,242.88,1.0,0.0,1.0,0.0,0.0,12.0,13500.0,12.0,6084.115091,890.6391179999998,0.090909
1778,gnfrZb87I4P2xXAr,1248.193121,40.13,0.0,0.0,1.0,40.13,0.083333,0.0,0.083333,0.0,0.0,1.0,1750.0,12.0,293.330975,343.940892,0.0
1779,Bo5V6XSQJx2xxGiT,542.9792269999998,1134.96,2370.439178,0.0,1.0,1134.96,1.0,0.0,1.0,0.583333,15.0,12.0,1000.0,12.0,2669.005392,422.556516,0.25
1780,gCkMNfQuHfrKCRmU,1624.651156,0.0,2684.507978,0.0,0.636364,0.0,0.0,0.0,0.0,0.166667,9.0,0.0,6000.0,12.0,894.813551,905.546225,0.0
1781,UBIB8292MgdXBjPK,965.514081,8945.67,0.0,8945.67,1.0,0.0,0.916667,0.916667,0.0,0.0,0.0,23.0,5500.0,12.0,7917.840873999998,261.66321400000004,1.0
1782,9GlazzGf4gMp4idi,5265.763713,410.24,15452.97758,44.71,1.0,365.53,0.916667,0.083333,0.916667,0.333333,13.0,21.0,16500.0,12.0,12005.3074,1055.547896,0.083333
1783,4UqGEc4MSlTvB43Z,17.092052,1160.0,0.0,0.0,0.454545,1160.0,1.0,0.0,1.0,0.0,0.0,29.0,7000.0,12.0,1587.607855,78.17536899999998,0.4
1784,eNXkcja90g3nKvlK,4143.074668,1074.27,190.242856,1074.27,1.0,0.0,0.75,0.75,0.0,0.166667,3.0,21.0,6000.0,12.0,926.813916,1175.934462,0.0
1785,Dlk0TsoWhfGEp4LQ,1202.204204,435.04,0.0,435.04,1.0,0.0,0.916667,0.916667,0.0,0.0,0.0,11.0,1200.0,12.0,686.958695,847.988773,0.0
